tick,sim_min,ev0_soc_pct,mean_soc_pct,total_power_kw,bus2_voltage_pu,trafo_loading_pct,line_loading_pct,cmd,bursts,cumulative_higher,cumulative_lower,grid_stress
94,6.27,56.56,56.56,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
95,6.33,56.76,56.76,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
96,6.40,56.97,56.97,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
97,6.47,57.17,57.17,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
98,6.53,57.37,57.37,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
99,6.60,57.57,57.57,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
100,6.67,57.77,57.77,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
101,6.73,57.97,57.97,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
102,6.80,58.17,58.17,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
103,6.87,58.37,58.37,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
104,6.93,58.57,58.57,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
105,7.00,58.77,58.77,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
106,7.07,58.97,58.97,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
107,7.13,59.17,59.17,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
108,7.20,59.37,59.37,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
109,7.27,59.57,59.57,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
110,7.33,59.77,59.77,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
111,7.40,59.97,59.97,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
112,7.47,60.18,60.18,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
113,7.53,60.38,60.38,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
114,7.60,60.58,60.58,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
115,7.67,60.78,60.78,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
116,7.73,60.98,60.98,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
117,7.80,61.18,61.18,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
118,7.87,61.38,61.38,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
119,7.93,61.58,61.58,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
120,8.00,61.78,61.78,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
121,8.07,61.98,61.98,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
122,8.13,62.18,62.18,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
123,8.20,62.38,62.38,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
124,8.27,62.58,62.58,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
125,8.33,62.78,62.78,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
126,8.40,62.98,62.98,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
127,8.47,63.18,63.18,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
128,8.53,63.39,63.39,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
129,8.60,63.59,63.59,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
130,8.67,63.79,63.79,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
131,8.73,63.99,63.99,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
132,8.80,64.19,64.19,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
133,8.87,64.39,64.39,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
134,8.93,64.59,64.59,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
135,9.00,64.79,64.79,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
136,9.07,64.99,64.99,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
137,9.13,65.19,65.19,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
138,9.20,65.39,65.39,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
139,9.27,65.59,65.59,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
140,9.33,65.79,65.79,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
141,9.40,65.99,65.99,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
142,9.47,66.19,66.19,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
143,9.53,66.39,66.39,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
144,9.60,66.60,66.60,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
145,9.67,66.80,66.80,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
146,9.73,67.00,67.00,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
147,9.80,67.20,67.20,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
148,9.87,67.40,67.40,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
149,9.93,67.60,67.60,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
150,10.00,67.80,67.80,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
151,10.07,68.00,68.00,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
152,10.13,68.20,68.20,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
153,10.20,68.40,68.40,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
154,10.27,68.60,68.60,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
155,10.33,68.80,68.80,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
156,10.40,69.00,69.00,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
157,10.47,69.20,69.20,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
158,10.53,69.40,69.40,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
159,10.60,69.60,69.60,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
160,10.67,69.81,69.81,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
161,10.73,70.01,70.01,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
162,10.80,70.21,70.21,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
163,10.87,70.41,70.41,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
164,10.93,70.61,70.61,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
165,11.00,70.81,70.81,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
166,11.07,71.01,71.01,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
167,11.13,71.21,71.21,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
168,11.20,71.41,71.41,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
169,11.27,71.61,71.61,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
170,11.33,71.81,71.81,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
171,11.40,72.01,72.01,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
172,11.47,72.21,72.21,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
173,11.53,72.41,72.41,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
174,11.60,72.61,72.61,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
175,11.67,72.81,72.81,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
176,11.73,73.02,73.02,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
177,11.80,73.22,73.22,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
178,11.87,73.42,73.42,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
179,11.93,73.62,73.62,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
180,12.00,73.82,73.82,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
181,12.07,74.02,74.02,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
182,12.13,74.22,74.22,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
183,12.20,74.42,74.42,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
184,12.27,74.62,74.62,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
185,12.33,74.82,74.82,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
186,12.40,75.02,75.02,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
187,12.47,75.22,75.22,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
188,12.53,75.42,75.42,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
189,12.60,75.62,75.62,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
190,12.67,75.82,75.82,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
191,12.73,76.02,76.02,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
192,12.80,76.23,76.23,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
193,12.87,76.43,76.43,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
194,12.93,76.63,76.63,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
195,13.00,76.83,76.83,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
196,13.07,77.03,77.03,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
197,13.13,77.23,77.23,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
198,13.20,77.43,77.43,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
199,13.27,77.63,77.63,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
200,13.33,77.83,77.83,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
201,13.40,78.03,78.03,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
202,13.47,78.23,78.23,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
203,13.53,78.43,78.43,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
204,13.60,78.63,78.63,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
205,13.67,78.83,78.83,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
206,13.73,79.03,79.03,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
207,13.80,79.23,79.23,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
208,13.87,79.44,79.44,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
209,13.93,79.64,79.64,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
210,14.00,79.84,79.84,152.000,0.9680,46.82,75.15,HOLD,0,0,27,0
211,14.07,80.04,80.04,152.000,0.9680,46.82,75.15,LOWER,1,0,28,0
