tick,sim_min,ev0_soc_pct,ev1_soc_pct,ev2_soc_pct,ev3_soc_pct,ev4_soc_pct,ev5_soc_pct,ev6_soc_pct,ev7_soc_pct,ev8_soc_pct,ev9_soc_pct,mean_soc_pct,total_power_kw,bus2_voltage_pu,trafo_loading_pct,line_loading_pct,cmd,bursts,cumulative_higher,cumulative_lower,grid_stress
461,30.73,30.37,34.81,39.26,43.70,48.14,52.59,57.03,61.48,65.92,70.37,50.37,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
462,30.80,30.39,34.83,39.28,43.72,48.17,52.61,57.06,61.50,65.94,70.39,50.39,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
463,30.87,30.41,34.86,39.30,43.74,48.19,52.63,57.08,61.52,65.97,70.41,50.41,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
464,30.93,30.43,34.88,39.32,43.77,48.21,52.66,57.10,61.54,65.99,70.43,50.43,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
465,31.00,30.46,34.90,39.34,43.79,48.23,52.68,57.12,61.57,66.01,70.46,50.46,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
466,31.07,30.48,34.92,39.37,43.81,48.26,52.70,57.15,61.59,66.03,70.48,50.48,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
467,31.13,30.50,34.95,39.39,43.83,48.28,52.72,57.17,61.61,66.06,70.50,50.50,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
468,31.20,30.52,34.97,39.41,43.86,48.30,52.75,57.19,61.63,66.08,70.52,50.52,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
469,31.27,30.55,34.99,39.43,43.88,48.32,52.77,57.21,61.66,66.10,70.55,50.55,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
470,31.33,30.57,35.01,39.46,43.90,48.35,52.79,57.23,61.68,66.12,70.57,50.57,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
471,31.40,30.59,35.04,39.48,43.92,48.37,52.81,57.26,61.70,66.15,70.59,50.59,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
472,31.47,30.61,35.06,39.50,43.95,48.39,52.84,57.28,61.72,66.17,70.61,50.61,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
473,31.53,30.64,35.08,39.52,43.97,48.41,52.86,57.30,61.75,66.19,70.64,50.64,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
474,31.60,30.66,35.10,39.55,43.99,48.44,52.88,57.32,61.77,66.21,70.66,50.66,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
475,31.67,30.68,35.12,39.57,44.01,48.46,52.90,57.35,61.79,66.24,70.68,50.68,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
476,31.73,30.70,35.15,39.59,44.04,48.48,52.93,57.37,61.81,66.26,70.70,50.70,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
477,31.80,30.73,35.17,39.61,44.06,48.50,52.95,57.39,61.84,66.28,70.73,50.73,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
478,31.87,30.75,35.19,39.64,44.08,48.53,52.97,57.41,61.86,66.30,70.75,50.75,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
479,31.93,30.77,35.21,39.66,44.10,48.55,52.99,57.44,61.88,66.33,70.77,50.77,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
480,32.00,30.79,35.24,39.68,44.13,48.57,53.01,57.46,61.90,66.35,70.79,50.79,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
481,32.07,30.81,35.26,39.70,44.15,48.59,53.04,57.48,61.93,66.37,70.81,50.81,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
482,32.13,30.84,35.28,39.73,44.17,48.62,53.06,57.50,61.95,66.39,70.84,50.84,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
483,32.20,30.86,35.30,39.75,44.19,48.64,53.08,57.53,61.97,66.42,70.86,50.86,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
484,32.27,30.88,35.33,39.77,44.22,48.66,53.10,57.55,61.99,66.44,70.88,50.88,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
485,32.33,30.90,35.35,39.79,44.24,48.68,53.13,57.57,62.02,66.46,70.90,50.90,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
486,32.40,30.93,35.37,39.82,44.26,48.70,53.15,57.59,62.04,66.48,70.93,50.93,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
487,32.47,30.95,35.39,39.84,44.28,48.73,53.17,57.62,62.06,66.51,70.95,50.95,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
488,32.53,30.97,35.42,39.86,44.31,48.75,53.19,57.64,62.08,66.53,70.97,50.97,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
489,32.60,30.99,35.44,39.88,44.33,48.77,53.22,57.66,62.11,66.55,70.99,50.99,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
490,32.67,31.02,35.46,39.91,44.35,48.79,53.24,57.68,62.13,66.57,71.02,51.02,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
491,32.73,31.04,35.48,39.93,44.37,48.82,53.26,57.71,62.15,66.59,71.04,51.04,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
492,32.80,31.06,35.51,39.95,44.40,48.84,53.28,57.73,62.17,66.62,71.06,51.06,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
493,32.87,31.08,35.53,39.97,44.42,48.86,53.31,57.75,62.20,66.64,71.08,51.08,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
494,32.93,31.11,35.55,40.00,44.44,48.88,53.33,57.77,62.22,66.66,71.11,51.11,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
495,33.00,31.13,35.57,40.02,44.46,48.91,53.35,57.80,62.24,66.68,71.13,51.13,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
496,33.07,31.15,35.60,40.04,44.48,48.93,53.37,57.82,62.26,66.71,71.15,51.15,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
497,33.13,31.17,35.62,40.06,44.51,48.95,53.40,57.84,62.29,66.73,71.17,51.17,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
498,33.20,31.20,35.64,40.09,44.53,48.97,53.42,57.86,62.31,66.75,71.20,51.20,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
499,33.27,31.22,35.66,40.11,44.55,49.00,53.44,57.89,62.33,66.77,71.22,51.22,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
500,33.33,31.24,35.69,40.13,44.57,49.02,53.46,57.91,62.35,66.80,71.24,51.24,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
501,33.40,31.26,35.71,40.15,44.60,49.04,53.49,57.93,62.37,66.82,71.26,51.26,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
502,33.47,31.29,35.73,40.18,44.62,49.06,53.51,57.95,62.40,66.84,71.29,51.29,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
503,33.53,31.31,35.75,40.20,44.64,49.09,53.53,57.98,62.42,66.86,71.31,51.31,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
504,33.60,31.33,35.78,40.22,44.66,49.11,53.55,58.00,62.44,66.89,71.33,51.33,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
505,33.67,31.35,35.80,40.24,44.69,49.13,53.58,58.02,62.46,66.91,71.35,51.35,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
506,33.73,31.38,35.82,40.26,44.71,49.15,53.60,58.04,62.49,66.93,71.38,51.38,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
507,33.80,31.40,35.84,40.29,44.73,49.18,53.62,58.07,62.51,66.95,71.40,51.40,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
508,33.87,31.42,35.87,40.31,44.75,49.20,53.64,58.09,62.53,66.98,71.42,51.42,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
509,33.93,31.44,35.89,40.33,44.78,49.22,53.67,58.11,62.55,67.00,71.44,51.44,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
510,34.00,31.47,35.91,40.35,44.80,49.24,53.69,58.13,62.58,67.02,71.47,51.47,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
511,34.07,31.49,35.93,40.38,44.82,49.27,53.71,58.15,62.60,67.04,71.49,51.49,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
512,34.13,31.51,35.96,40.40,44.84,49.29,53.73,58.18,62.62,67.07,71.51,51.51,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
513,34.20,31.53,35.98,40.42,44.87,49.31,53.76,58.20,62.64,67.09,71.53,51.53,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
514,34.27,31.56,36.00,40.44,44.89,49.33,53.78,58.22,62.67,67.11,71.56,51.56,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
515,34.33,31.58,36.02,40.47,44.91,49.36,53.80,58.24,62.69,67.13,71.58,51.58,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
516,34.40,31.60,36.04,40.49,44.93,49.38,53.82,58.27,62.71,67.16,71.60,51.60,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
517,34.47,31.62,36.07,40.51,44.96,49.40,53.84,58.29,62.73,67.18,71.62,51.62,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
518,34.53,31.65,36.09,40.53,44.98,49.42,53.87,58.31,62.76,67.20,71.65,51.65,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
519,34.60,31.67,36.11,40.56,45.00,49.45,53.89,58.33,62.78,67.22,71.67,51.67,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
520,34.67,31.69,36.13,40.58,45.02,49.47,53.91,58.36,62.80,67.25,71.69,51.69,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
521,34.73,31.71,36.16,40.60,45.05,49.49,53.93,58.38,62.82,67.27,71.71,51.71,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
522,34.80,31.73,36.18,40.62,45.07,49.51,53.96,58.40,62.85,67.29,71.73,51.73,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
523,34.87,31.76,36.20,40.65,45.09,49.54,53.98,58.42,62.87,67.31,71.76,51.76,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
524,34.93,31.78,36.22,40.67,45.11,49.56,54.00,58.45,62.89,67.34,71.78,51.78,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
525,35.00,31.80,36.25,40.69,45.14,49.58,54.02,58.47,62.91,67.36,71.80,51.80,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
526,35.07,31.82,36.27,40.71,45.16,49.60,54.05,58.49,62.94,67.38,71.82,51.82,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
527,35.13,31.85,36.29,40.74,45.18,49.62,54.07,58.51,62.96,67.40,71.85,51.85,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
528,35.20,31.87,36.31,40.76,45.20,49.65,54.09,58.54,62.98,67.43,71.87,51.87,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
529,35.27,31.89,36.34,40.78,45.23,49.67,54.11,58.56,63.00,67.45,71.89,51.89,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
530,35.33,31.91,36.36,40.80,45.25,49.69,54.14,58.58,63.03,67.47,71.91,51.91,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
531,35.40,31.94,36.38,40.83,45.27,49.71,54.16,58.60,63.05,67.49,71.94,51.94,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
532,35.47,31.96,36.40,40.85,45.29,49.74,54.18,58.63,63.07,67.51,71.96,51.96,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
533,35.53,31.98,36.43,40.87,45.32,49.76,54.20,58.65,63.09,67.54,71.98,51.98,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
534,35.60,32.00,36.45,40.89,45.34,49.78,54.23,58.67,63.12,67.56,72.00,52.00,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
535,35.67,32.03,36.47,40.92,45.36,49.80,54.25,58.69,63.14,67.58,72.03,52.03,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
536,35.73,32.05,36.49,40.94,45.38,49.83,54.27,58.72,63.16,67.60,72.05,52.05,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
537,35.80,32.07,36.52,40.96,45.40,49.85,54.29,58.74,63.18,67.63,72.07,52.07,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
538,35.87,32.09,36.54,40.98,45.43,49.87,54.32,58.76,63.21,67.65,72.09,52.09,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
539,35.93,32.12,36.56,41.01,45.45,49.89,54.34,58.78,63.23,67.67,72.12,52.12,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
540,36.00,32.14,36.58,41.03,45.47,49.92,54.36,58.81,63.25,67.69,72.14,52.14,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
541,36.07,32.16,36.61,41.05,45.49,49.94,54.38,58.83,63.27,67.72,72.16,52.16,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
542,36.13,32.18,36.63,41.07,45.52,49.96,54.41,58.85,63.29,67.74,72.18,52.18,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
543,36.20,32.21,36.65,41.10,45.54,49.98,54.43,58.87,63.32,67.76,72.21,52.21,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
544,36.27,32.23,36.67,41.12,45.56,50.01,54.45,58.90,63.34,67.78,72.23,52.23,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
545,36.33,32.25,36.70,41.14,45.58,50.03,54.47,58.92,63.36,67.81,72.25,52.25,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
546,36.40,32.27,36.72,41.16,45.61,50.05,54.50,58.94,63.38,67.83,72.27,52.27,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
547,36.47,32.30,36.74,41.18,45.63,50.07,54.52,58.96,63.41,67.85,72.30,52.30,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
548,36.53,32.32,36.76,41.21,45.65,50.10,54.54,58.98,63.43,67.87,72.32,52.32,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
549,36.60,32.34,36.79,41.23,45.67,50.12,54.56,59.01,63.45,67.90,72.34,52.34,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
550,36.67,32.36,36.81,41.25,45.70,50.14,54.59,59.03,63.47,67.92,72.36,52.36,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
551,36.73,32.39,36.83,41.27,45.72,50.16,54.61,59.05,63.50,67.94,72.39,52.39,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
552,36.80,32.41,36.85,41.30,45.74,50.19,54.63,59.07,63.52,67.96,72.41,52.41,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
553,36.87,32.43,36.87,41.32,45.76,50.21,54.65,59.10,63.54,67.99,72.43,52.43,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
554,36.93,32.45,36.90,41.34,45.79,50.23,54.68,59.12,63.56,68.01,72.45,52.45,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
555,37.00,32.48,36.92,41.36,45.81,50.25,54.70,59.14,63.59,68.03,72.48,52.48,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
556,37.07,32.50,36.94,41.39,45.83,50.28,54.72,59.16,63.61,68.05,72.50,52.50,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
557,37.13,32.52,36.96,41.41,45.85,50.30,54.74,59.19,63.63,68.08,72.52,52.52,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
558,37.20,32.54,36.99,41.43,45.88,50.32,54.76,59.21,63.65,68.10,72.54,52.54,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
559,37.27,32.57,37.01,41.45,45.90,50.34,54.79,59.23,63.68,68.12,72.57,52.57,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
560,37.33,32.59,37.03,41.48,45.92,50.37,54.81,59.25,63.70,68.14,72.59,52.59,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
561,37.40,32.61,37.05,41.50,45.94,50.39,54.83,59.28,63.72,68.17,72.61,52.61,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
562,37.47,32.63,37.08,41.52,45.97,50.41,54.85,59.30,63.74,68.19,72.63,52.63,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
563,37.53,32.65,37.10,41.54,45.99,50.43,54.88,59.32,63.77,68.21,72.65,52.65,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
564,37.60,32.68,37.12,41.57,46.01,50.46,54.90,59.34,63.79,68.23,72.68,52.68,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
565,37.67,32.70,37.14,41.59,46.03,50.48,54.92,59.37,63.81,68.26,72.70,52.70,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
566,37.73,32.72,37.17,41.61,46.06,50.50,54.94,59.39,63.83,68.28,72.72,52.72,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
567,37.80,32.74,37.19,41.63,46.08,50.52,54.97,59.41,63.86,68.30,72.74,52.74,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
568,37.87,32.77,37.21,41.66,46.10,50.54,54.99,59.43,63.88,68.32,72.77,52.77,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
569,37.93,32.79,37.23,41.68,46.12,50.57,55.01,59.46,63.90,68.35,72.79,52.79,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
570,38.00,32.81,37.26,41.70,46.15,50.59,55.03,59.48,63.92,68.37,72.81,52.81,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
571,38.07,32.83,37.28,41.72,46.17,50.61,55.06,59.50,63.95,68.39,72.83,52.83,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
572,38.13,32.86,37.30,41.75,46.19,50.63,55.08,59.52,63.97,68.41,72.86,52.86,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
573,38.20,32.88,37.32,41.77,46.21,50.66,55.10,59.55,63.99,68.43,72.88,52.88,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
574,38.27,32.90,37.35,41.79,46.24,50.68,55.12,59.57,64.01,68.46,72.90,52.90,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
575,38.33,32.92,37.37,41.81,46.26,50.70,55.15,59.59,64.04,68.48,72.92,52.92,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
576,38.40,32.95,37.39,41.84,46.28,50.72,55.17,59.61,64.06,68.50,72.95,52.95,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
577,38.47,32.97,37.41,41.86,46.30,50.75,55.19,59.64,64.08,68.52,72.97,52.97,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
578,38.53,32.99,37.44,41.88,46.32,50.77,55.21,59.66,64.10,68.55,72.99,52.99,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
579,38.60,33.01,37.46,41.90,46.35,50.79,55.24,59.68,64.13,68.57,73.01,53.01,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
580,38.67,33.04,37.48,41.93,46.37,50.81,55.26,59.70,64.15,68.59,73.04,53.04,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
581,38.73,33.06,37.50,41.95,46.39,50.84,55.28,59.73,64.17,68.61,73.06,53.06,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
582,38.80,33.08,37.53,41.97,46.41,50.86,55.30,59.75,64.19,68.64,73.08,53.08,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
583,38.87,33.10,37.55,41.99,46.44,50.88,55.33,59.77,64.21,68.66,73.10,53.10,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
584,38.93,33.13,37.57,42.01,46.46,50.90,55.35,59.79,64.24,68.68,73.13,53.13,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
585,39.00,33.15,37.59,42.04,46.48,50.93,55.37,59.82,64.26,68.70,73.15,53.15,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
586,39.07,33.17,37.62,42.06,46.50,50.95,55.39,59.84,64.28,68.73,73.17,53.17,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
587,39.13,33.19,37.64,42.08,46.53,50.97,55.42,59.86,64.30,68.75,73.19,53.19,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
588,39.20,33.22,37.66,42.10,46.55,50.99,55.44,59.88,64.33,68.77,73.22,53.22,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
589,39.27,33.24,37.68,42.13,46.57,51.02,55.46,59.90,64.35,68.79,73.24,53.24,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
590,39.33,33.26,37.71,42.15,46.59,51.04,55.48,59.93,64.37,68.82,73.26,53.26,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
591,39.40,33.28,37.73,42.17,46.62,51.06,55.51,59.95,64.39,68.84,73.28,53.28,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
592,39.47,33.31,37.75,42.19,46.64,51.08,55.53,59.97,64.42,68.86,73.31,53.31,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
593,39.53,33.33,37.77,42.22,46.66,51.11,55.55,59.99,64.44,68.88,73.33,53.33,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
594,39.60,33.35,37.79,42.24,46.68,51.13,55.57,60.02,64.46,68.91,73.35,53.35,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
595,39.67,33.37,37.82,42.26,46.71,51.15,55.60,60.04,64.48,68.93,73.37,53.37,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
596,39.73,33.40,37.84,42.28,46.73,51.17,55.62,60.06,64.51,68.95,73.40,53.40,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
597,39.80,33.42,37.86,42.31,46.75,51.20,55.64,60.08,64.53,68.97,73.42,53.42,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
598,39.87,33.44,37.88,42.33,46.77,51.22,55.66,60.11,64.55,69.00,73.44,53.44,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
599,39.93,33.46,37.91,42.35,46.80,51.24,55.68,60.13,64.57,69.02,73.46,53.46,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
600,40.00,33.49,37.93,42.37,46.82,51.26,55.71,60.15,64.60,69.04,73.49,53.49,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
601,40.07,33.51,37.95,42.40,46.84,51.29,55.73,60.17,64.62,69.06,73.51,53.51,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
602,40.13,33.53,37.97,42.42,46.86,51.31,55.75,60.20,64.64,69.09,73.53,53.53,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
603,40.20,33.55,38.00,42.44,46.89,51.33,55.77,60.22,64.66,69.11,73.55,53.55,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
604,40.27,33.57,38.02,42.46,46.91,51.35,55.80,60.24,64.69,69.13,73.57,53.57,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
605,40.33,33.60,38.04,42.49,46.93,51.38,55.82,60.26,64.71,69.15,73.60,53.60,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
606,40.40,33.62,38.06,42.51,46.95,51.40,55.84,60.29,64.73,69.18,73.62,53.62,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
607,40.47,33.64,38.09,42.53,46.98,51.42,55.86,60.31,64.75,69.20,73.64,53.64,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
608,40.53,33.66,38.11,42.55,47.00,51.44,55.89,60.33,64.78,69.22,73.66,53.66,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
609,40.60,33.69,38.13,42.58,47.02,51.46,55.91,60.35,64.80,69.24,73.69,53.69,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
610,40.67,33.71,38.15,42.60,47.04,51.49,55.93,60.38,64.82,69.27,73.71,53.71,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
611,40.73,33.73,38.18,42.62,47.07,51.51,55.95,60.40,64.84,69.29,73.73,53.73,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
612,40.80,33.75,38.20,42.64,47.09,51.53,55.98,60.42,64.87,69.31,73.75,53.75,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
613,40.87,33.78,38.22,42.67,47.11,51.55,56.00,60.44,64.89,69.33,73.78,53.78,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
614,40.93,33.80,38.24,42.69,47.13,51.58,56.02,60.47,64.91,69.35,73.80,53.80,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
615,41.00,33.82,38.27,42.71,47.15,51.60,56.04,60.49,64.93,69.38,73.82,53.82,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
616,41.07,33.84,38.29,42.73,47.18,51.62,56.07,60.51,64.96,69.40,73.84,53.84,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
617,41.13,33.87,38.31,42.76,47.20,51.64,56.09,60.53,64.98,69.42,73.87,53.87,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
618,41.20,33.89,38.33,42.78,47.22,51.67,56.11,60.56,65.00,69.44,73.89,53.89,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
619,41.27,33.91,38.36,42.80,47.24,51.69,56.13,60.58,65.02,69.47,73.91,53.91,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
620,41.33,33.93,38.38,42.82,47.27,51.71,56.16,60.60,65.04,69.49,73.93,53.93,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
621,41.40,33.96,38.40,42.85,47.29,51.73,56.18,60.62,65.07,69.51,73.96,53.96,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
622,41.47,33.98,38.42,42.87,47.31,51.76,56.20,60.65,65.09,69.53,73.98,53.98,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
623,41.53,34.00,38.45,42.89,47.33,51.78,56.22,60.67,65.11,69.56,74.00,54.00,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
624,41.60,34.02,38.47,42.91,47.36,51.80,56.25,60.69,65.13,69.58,74.02,54.02,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
625,41.67,34.05,38.49,42.93,47.38,51.82,56.27,60.71,65.16,69.60,74.05,54.05,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
626,41.73,34.07,38.51,42.96,47.40,51.85,56.29,60.74,65.18,69.62,74.07,54.07,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
627,41.80,34.09,38.54,42.98,47.42,51.87,56.31,60.76,65.20,69.65,74.09,54.09,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
628,41.87,34.11,38.56,43.00,47.45,51.89,56.34,60.78,65.22,69.67,74.11,54.11,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
629,41.93,34.14,38.58,43.02,47.47,51.91,56.36,60.80,65.25,69.69,74.14,54.14,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
630,42.00,34.16,38.60,43.05,47.49,51.94,56.38,60.82,65.27,69.71,74.16,54.16,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
631,42.07,34.18,38.63,43.07,47.51,51.96,56.40,60.85,65.29,69.74,74.18,54.18,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
632,42.13,34.20,38.65,43.09,47.54,51.98,56.43,60.87,65.31,69.76,74.20,54.20,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
